31.5215 	INFO 	Loaded monitor calibration from ['2024_08_08 09:17']
12.7447 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
12.7475 	EXP 	text: autoDraw = False
12.7475 	EXP 	textbox: autoDraw = False
12.7475 	EXP 	polygon: autoDraw = True
12.9123 	DATA 	Mouse:  Left button up, pos=(464,185)
13.6578 	DATA 	Keypress: space
13.6785 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
13.7338 	INFO 	Keyboard events cleared
13.7332 	EXP 	polygon_2: autoDraw = True
13.7449 	EXP 	polygon: autoDraw = False
14.2412 	DATA 	Keypress: space
15.3572 	DATA 	Keypress: space
15.7719 	DATA 	Keypress: space
15.8014 	DATA 	Keypress: space
15.8347 	DATA 	Keypress: space
15.8446 	EXP 	polygon: autoDraw = False
15.8446 	EXP 	polygon_2: autoDraw = False
15.8805 	DATA 	Keypress: space
15.9138 	DATA 	Keypress: space
15.9472 	DATA 	Keypress: space
15.9805 	DATA 	Keypress: space
16.0140 	DATA 	Keypress: space
16.0472 	DATA 	Keypress: space
16.0805 	DATA 	Keypress: space
16.5157 	EXP 	Sound sound_1 reached end of file
16.5321 	EXP 	Sound sound_1 started
16.8198 	EXP 	Sound sound_1 stopped
16.8376 	EXP 	text: autoDraw = True
16.8376 	EXP 	textbox: autoDraw = True
18.1181 	DATA 	Keypress: 4
18.3404 	DATA 	Keypress: 0
18.5026 	DATA 	Keypress: 0
20.6983 	DATA 	Mouse: Left button down, pos=(468,185)
20.7024 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
20.7106 	EXP 	text: autoDraw = False
20.7106 	EXP 	textbox: autoDraw = False
20.7106 	EXP 	polygon: autoDraw = True
20.8289 	DATA 	Mouse:  Left button up, pos=(468,185)
21.6993 	INFO 	Keyboard events cleared
21.6988 	EXP 	polygon: autoDraw = False
21.6988 	EXP 	polygon_2: autoDraw = True
22.0208 	DATA 	Keypress: space
22.4367 	DATA 	Keypress: space
22.4678 	DATA 	Keypress: space
22.5003 	DATA 	Keypress: space
22.5339 	DATA 	Keypress: space
22.5654 	EXP 	polygon: autoDraw = False
22.5654 	EXP 	polygon_2: autoDraw = False
22.5675 	DATA 	Keypress: space
22.6004 	DATA 	Keypress: space
22.9450 	EXP 	Sound sound_1 reached end of file
22.9615 	EXP 	Sound sound_1 started
23.2491 	EXP 	Sound sound_1 stopped
23.2627 	EXP 	text: autoDraw = True
23.2627 	EXP 	textbox: autoDraw = True
24.4332 	DATA 	Keypress: 2
24.7797 	DATA 	Keypress: 0
24.9297 	DATA 	Keypress: 0
27.8418 	DATA 	Mouse: Left button down, pos=(513,189)
27.8498 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
27.8615 	EXP 	text: autoDraw = False
27.8615 	EXP 	textbox: autoDraw = False
27.8615 	EXP 	polygon: autoDraw = True
28.0306 	DATA 	Mouse:  Left button up, pos=(513,189)
29.2307 	INFO 	Keyboard events cleared
29.2284 	EXP 	polygon: autoDraw = False
29.2284 	EXP 	polygon_2: autoDraw = True
30.0682 	DATA 	Keypress: space
30.4827 	DATA 	Keypress: space
30.5147 	DATA 	Keypress: space
30.5514 	DATA 	Keypress: space
30.5843 	DATA 	Keypress: space
32.3580 	DATA 	Keypress: space
32.7736 	DATA 	Keypress: space
32.8011 	DATA 	Keypress: space
32.8344 	DATA 	Keypress: space
32.8804 	DATA 	Keypress: space
32.9136 	DATA 	Keypress: space
33.6459 	DATA 	Mouse: Left button down, pos=(519,435)
33.8495 	DATA 	Mouse:  Left button up, pos=(519,435)
33.9640 	DATA 	Keypress: space
34.3724 	DATA 	Keypress: space
34.4142 	DATA 	Keypress: space
34.4475 	DATA 	Keypress: space
34.4808 	DATA 	Keypress: space
34.5142 	DATA 	Keypress: space
34.5476 	DATA 	Keypress: space
34.5808 	DATA 	Keypress: space
34.6142 	DATA 	Keypress: space
34.6477 	DATA 	Keypress: space
36.4512 	DATA 	Mouse: Left button down, pos=(400,476)
36.6466 	DATA 	Mouse:  Left button up, pos=(400,476)
36.9869 	DATA 	Mouse: Left button down, pos=(399,478)
37.1671 	DATA 	Mouse:  Left button up, pos=(399,478)
37.1844 	DATA 	Keypress: space
38.0538 	DATA 	Keypress: space
38.7792 	DATA 	Mouse: Left button down, pos=(484,418)
38.9641 	DATA 	Mouse:  Left button up, pos=(484,418)
39.1242 	DATA 	Keypress: space
39.4688 	DATA 	Keypress: space
39.8880 	DATA 	Keypress: space
39.9147 	DATA 	Keypress: space
39.9503 	DATA 	Keypress: space
39.9812 	DATA 	Keypress: space
40.0145 	DATA 	Keypress: space
40.0479 	DATA 	Keypress: space
40.0812 	DATA 	Keypress: space
40.1145 	DATA 	Keypress: space
40.1479 	DATA 	Keypress: space
40.1813 	DATA 	Keypress: space
40.2144 	DATA 	Keypress: space
40.2486 	DATA 	Keypress: space
40.2813 	DATA 	Keypress: space
40.3147 	DATA 	Keypress: space
40.3481 	DATA 	Keypress: space
40.3813 	DATA 	Keypress: space
40.4146 	DATA 	Keypress: space
40.4480 	DATA 	Keypress: space
40.4813 	DATA 	Keypress: space
40.5146 	DATA 	Keypress: space
40.5480 	DATA 	Keypress: space
40.5815 	DATA 	Keypress: space
40.9294 	DATA 	Mouse: Left button down, pos=(484,435)
41.1661 	DATA 	Mouse:  Left button up, pos=(484,435)
41.3145 	DATA 	Mouse: Left button down, pos=(484,435)
41.4998 	DATA 	Mouse:  Left button up, pos=(484,435)
41.7020 	DATA 	Mouse: Left button down, pos=(484,435)
42.4475 	DATA 	Mouse:  Left button up, pos=(408,664)
44.4291 	DATA 	Mouse: Left button down, pos=(500,492)
44.6351 	DATA 	Mouse:  Left button up, pos=(500,491)
44.9340 	DATA 	Keypress: space
45.3519 	DATA 	Keypress: space
45.3820 	DATA 	Keypress: space
45.4150 	DATA 	Keypress: space
45.4481 	DATA 	Keypress: space
45.9459 	DATA 	Mouse: Left button down, pos=(477,339)
46.2291 	DATA 	Mouse:  Left button up, pos=(471,351)
46.3529 	DATA 	Keypress: space
47.0265 	DATA 	Keypress: space
47.2840 	DATA 	Keypress: space
47.6232 	DATA 	Keypress: right
48.0211 	DATA 	Keypress: right
48.0634 	DATA 	Keypress: right
48.0966 	DATA 	Keypress: right
48.1175 	DATA 	Keypress: right
48.1564 	DATA 	Keypress: a
48.6326 	DATA 	Keypress: space
48.8657 	EXP 	polygon: autoDraw = False
48.8657 	EXP 	polygon_2: autoDraw = False
48.8692 	DATA 	Keypress: space
48.9529 	DATA 	Keypress: a
49.2449 	EXP 	Sound sound_1 reached end of file
49.2614 	EXP 	Sound sound_1 started
49.5491 	EXP 	Sound sound_1 stopped
49.5687 	EXP 	text: autoDraw = True
49.5687 	EXP 	textbox: autoDraw = True
51.0788 	DATA 	Keypress: 2
51.3347 	DATA 	Keypress: 0
51.4790 	DATA 	Keypress: 0
52.3702 	DATA 	Mouse: Left button down, pos=(456,180)
52.3780 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
52.3816 	EXP 	text: autoDraw = False
52.3816 	EXP 	textbox: autoDraw = False
52.3816 	EXP 	polygon: autoDraw = True
52.6121 	DATA 	Mouse:  Left button up, pos=(456,180)
53.3675 	INFO 	Keyboard events cleared
53.3666 	EXP 	polygon_2: autoDraw = True
53.3781 	EXP 	polygon: autoDraw = False
54.1522 	DATA 	Keypress: space
54.5690 	DATA 	Keypress: space
54.6000 	DATA 	Keypress: space
54.6307 	DATA 	Keypress: space
54.6642 	DATA 	Keypress: space
54.6973 	DATA 	Keypress: space
54.7306 	DATA 	Keypress: space
55.0031 	DATA 	Keypress: a
55.8655 	DATA 	Keypress: lcommand
56.3197 	DATA 	Keypress: space
56.3279 	EXP 	polygon: autoDraw = False
56.3279 	EXP 	polygon_2: autoDraw = False
56.4116 	EXP 	Sound sound_1 reached end of file
56.4281 	EXP 	Sound sound_1 started
56.7156 	EXP 	Sound sound_1 stopped
56.7290 	EXP 	text: autoDraw = True
56.7290 	EXP 	textbox: autoDraw = True
58.2287 	DATA 	Keypress: 2
58.4624 	DATA 	Keypress: 0
59.1203 	DATA 	Keypress: 0
60.3130 	DATA 	Keypress: return
61.6339 	DATA 	Mouse: Left button down, pos=(500,145)
61.6350 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
61.6440 	EXP 	text: autoDraw = False
61.6440 	EXP 	textbox: autoDraw = False
61.6440 	EXP 	polygon: autoDraw = True
61.7955 	DATA 	Mouse:  Left button up, pos=(500,145)
61.9327 	DATA 	Keypress: lcommand
62.6336 	INFO 	Keyboard events cleared
62.6330 	EXP 	polygon: autoDraw = False
62.6330 	EXP 	polygon_2: autoDraw = True
63.0826 	DATA 	Keypress: lcommand
64.1324 	DATA 	Keypress: lcommand
64.5546 	DATA 	Keypress: loption
65.1421 	DATA 	Keypress: space
65.6452 	DATA 	Keypress: x
66.5899 	DATA 	Keypress: space
67.0537 	DATA 	Keypress: space
67.0572 	EXP 	polygon: autoDraw = False
67.0572 	EXP 	polygon_2: autoDraw = False
67.4317 	EXP 	Sound sound_1 reached end of file
67.4481 	EXP 	Sound sound_1 started
67.4694 	DATA 	Keypress: space
67.7355 	EXP 	Sound sound_1 stopped
67.7483 	EXP 	text: autoDraw = True
67.7483 	EXP 	textbox: autoDraw = True
69.6072 	DATA 	Keypress: 2
69.8021 	DATA 	Keypress: 0
69.9560 	DATA 	Keypress: 0
70.5500 	DATA 	Mouse: Left button down, pos=(498,152)
70.5512 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
70.5605 	EXP 	text: autoDraw = False
70.5605 	EXP 	textbox: autoDraw = False
70.5605 	EXP 	polygon: autoDraw = True
70.7455 	DATA 	Mouse:  Left button up, pos=(498,152)
71.1330 	DATA 	Keypress: lcommand
71.5499 	INFO 	Keyboard events cleared
71.5495 	EXP 	polygon: autoDraw = False
71.5495 	EXP 	polygon_2: autoDraw = True
71.7651 	DATA 	Mouse: Left button down, pos=(498,311)
71.7667 	DATA 	Mouse:  Left button up, pos=(498,311)
72.0371 	DATA 	Keypress: space
72.4525 	DATA 	Keypress: space
72.4809 	DATA 	Keypress: space
72.5139 	DATA 	Keypress: space
72.5472 	DATA 	Keypress: space
72.5806 	DATA 	Keypress: space
72.6141 	DATA 	Keypress: space
72.6473 	DATA 	Keypress: space
72.6808 	DATA 	Keypress: space
72.7160 	DATA 	Keypress: space
72.7474 	DATA 	Keypress: space
73.4882 	DATA 	Keypress: space
73.9031 	DATA 	Keypress: space
73.9475 	DATA 	Keypress: space
73.9809 	DATA 	Keypress: space
74.0141 	DATA 	Keypress: space
74.0475 	DATA 	Keypress: space
74.0808 	DATA 	Keypress: space
74.1139 	DATA 	Keypress: space
74.1475 	DATA 	Keypress: space
74.1809 	DATA 	Keypress: space
74.2160 	DATA 	Keypress: space
74.2476 	DATA 	Keypress: space
74.2809 	DATA 	Keypress: space
74.3143 	DATA 	Keypress: space
74.3476 	DATA 	Keypress: space
74.3810 	DATA 	Keypress: space
74.4146 	DATA 	Keypress: space
74.4478 	DATA 	Keypress: space
74.4811 	DATA 	Keypress: space
74.5144 	DATA 	Keypress: space
74.5478 	DATA 	Keypress: space
74.5811 	DATA 	Keypress: space
74.6146 	DATA 	Keypress: space
74.6476 	DATA 	Keypress: space
74.6812 	DATA 	Keypress: space
75.1152 	DATA 	Keypress: lcommand
76.6898 	DATA 	Keypress: x
76.7183 	DATA 	Keypress: space
77.1365 	DATA 	Keypress: space
77.1684 	DATA 	Keypress: space
77.2148 	DATA 	Keypress: space
77.6197 	DATA 	Keypress: space
77.9197 	DATA 	Keypress: space
78.1317 	DATA 	Keypress: space
78.5528 	DATA 	Keypress: space
78.5815 	DATA 	Keypress: space
78.6149 	DATA 	Keypress: space
78.6481 	DATA 	Keypress: space
78.6815 	DATA 	Keypress: space
78.7150 	DATA 	Keypress: space
78.7508 	DATA 	Keypress: space
78.7816 	DATA 	Keypress: space
78.8149 	DATA 	Keypress: space
78.8481 	DATA 	Keypress: space
78.8816 	DATA 	Keypress: space
78.9150 	DATA 	Keypress: space
78.9485 	DATA 	Keypress: space
78.9819 	DATA 	Keypress: space
78.9866 	DATA 	Keypress: roption
79.0243 	EXP 	polygon: autoDraw = False
79.0243 	EXP 	polygon_2: autoDraw = False
79.0946 	EXP 	Sound sound_1 reached end of file
79.1112 	EXP 	Sound sound_1 started
79.3986 	EXP 	Sound sound_1 stopped
79.4111 	EXP 	text: autoDraw = True
79.4111 	EXP 	textbox: autoDraw = True
79.5784 	DATA 	Keypress: space
79.6118 	DATA 	Keypress: space
79.6452 	DATA 	Keypress: space
79.6785 	DATA 	Keypress: space
79.7119 	DATA 	Keypress: space
79.7452 	DATA 	Keypress: space
79.7787 	DATA 	Keypress: space
79.8124 	DATA 	Keypress: space
79.8457 	DATA 	Keypress: space
79.8788 	DATA 	Keypress: space
79.9119 	DATA 	Keypress: space
79.9454 	DATA 	Keypress: space
79.9785 	DATA 	Keypress: space
80.6523 	DATA 	Keypress: backspace
81.3491 	DATA 	Keypress: backspace
82.3286 	DATA 	Keypress: backspace
85.4673 	DATA 	Keypress: 2
85.6956 	DATA 	Keypress: 0
85.8349 	DATA 	Keypress: 0
86.7308 	DATA 	Mouse: Left button down, pos=(498,172)
86.7348 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
86.7438 	EXP 	text: autoDraw = False
86.7438 	EXP 	textbox: autoDraw = False
86.7438 	EXP 	polygon: autoDraw = True
86.8451 	DATA 	Mouse:  Left button up, pos=(498,172)
87.7334 	INFO 	Keyboard events cleared
87.7329 	EXP 	polygon: autoDraw = False
87.7329 	EXP 	polygon_2: autoDraw = True
87.7824 	DATA 	Keypress: loption
88.3700 	DATA 	Keypress: loption
89.1762 	DATA 	Keypress: space
89.1818 	EXP 	polygon: autoDraw = False
89.1818 	EXP 	polygon_2: autoDraw = False
89.8613 	EXP 	Sound sound_1 reached end of file
89.8778 	EXP 	Sound sound_1 started
90.1652 	EXP 	Sound sound_1 stopped
90.1810 	EXP 	text: autoDraw = True
90.1810 	EXP 	textbox: autoDraw = True
93.5022 	DATA 	Keypress: 2
94.0528 	DATA 	Keypress: 0
94.1961 	DATA 	Keypress: 0
95.2809 	DATA 	Mouse: Left button down, pos=(529,164)
95.2845 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
95.2937 	EXP 	text: autoDraw = False
95.2937 	EXP 	textbox: autoDraw = False
95.2937 	EXP 	polygon: autoDraw = True
95.3950 	DATA 	Mouse:  Left button up, pos=(529,164)
96.2831 	INFO 	Keyboard events cleared
96.2827 	EXP 	polygon: autoDraw = False
96.2827 	EXP 	polygon_2: autoDraw = True
96.5890 	DATA 	Keypress: loption
96.5921 	DATA 	Keypress: space
96.5982 	EXP 	polygon: autoDraw = False
96.5982 	EXP 	polygon_2: autoDraw = False
97.2780 	EXP 	Sound sound_1 reached end of file
97.2946 	EXP 	Sound sound_1 started
97.5821 	EXP 	Sound sound_1 stopped
97.5955 	EXP 	text: autoDraw = True
97.5955 	EXP 	textbox: autoDraw = True
98.8286 	DATA 	Keypress: 2
99.3768 	DATA 	Keypress: 5
99.8859 	DATA 	Keypress: 0
100.4527 	DATA 	Keypress: return
101.5944 	DATA 	Mouse: Left button down, pos=(567,173)
101.5957 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
101.5981 	EXP 	text: autoDraw = False
101.5981 	EXP 	textbox: autoDraw = False
101.5981 	EXP 	polygon: autoDraw = True
101.7284 	DATA 	Mouse:  Left button up, pos=(567,173)
102.5835 	INFO 	Keyboard events cleared
102.5830 	EXP 	polygon_2: autoDraw = True
102.5948 	EXP 	polygon: autoDraw = False
103.4381 	DATA 	Keypress: space
103.4417 	EXP 	polygon: autoDraw = False
103.4417 	EXP 	polygon_2: autoDraw = False
103.8154 	EXP 	Sound sound_1 reached end of file
103.8318 	EXP 	Sound sound_1 started
104.1191 	EXP 	Sound sound_1 stopped
104.1377 	EXP 	text: autoDraw = True
104.1377 	EXP 	textbox: autoDraw = True
105.9399 	DATA 	Keypress: 2
106.6295 	DATA 	Keypress: 5
107.1731 	DATA 	Keypress: 0
108.2364 	DATA 	Mouse: Left button down, pos=(488,142)
108.2445 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
108.2479 	EXP 	text: autoDraw = False
108.2479 	EXP 	textbox: autoDraw = False
108.2479 	EXP 	polygon: autoDraw = True
108.3318 	DATA 	Mouse:  Left button up, pos=(488,142)
109.2330 	INFO 	Keyboard events cleared
109.2326 	EXP 	polygon_2: autoDraw = True
109.2445 	EXP 	polygon: autoDraw = False
109.7485 	DATA 	Keypress: space
109.7521 	EXP 	polygon: autoDraw = False
109.7521 	EXP 	polygon_2: autoDraw = False
110.4281 	EXP 	Sound sound_1 reached end of file
110.4445 	EXP 	Sound sound_1 started
110.7313 	EXP 	Sound sound_1 stopped
110.7421 	EXP 	text: autoDraw = True
110.7421 	EXP 	textbox: autoDraw = True
111.9834 	DATA 	Keypress: 2
112.5359 	DATA 	Keypress: 0
112.6660 	DATA 	Keypress: 0
113.5108 	DATA 	Mouse: Left button down, pos=(488,149)
113.5121 	EXP 	New trial (rep=1, index=0): <Trial 12 (0 in rep 1) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 1}>
113.5144 	EXP 	text: autoDraw = False
113.5144 	EXP 	textbox: autoDraw = False
113.5144 	EXP 	polygon: autoDraw = True
113.6313 	DATA 	Mouse:  Left button up, pos=(488,149)
114.4997 	INFO 	Keyboard events cleared
114.4992 	EXP 	polygon_2: autoDraw = True
114.5113 	EXP 	polygon: autoDraw = False
114.8552 	DATA 	Keypress: space
114.8600 	EXP 	polygon: autoDraw = False
114.8600 	EXP 	polygon_2: autoDraw = False
114.9316 	EXP 	Sound sound_1 reached end of file
114.9481 	EXP 	Sound sound_1 started
115.2358 	EXP 	Sound sound_1 stopped
115.2493 	EXP 	text: autoDraw = True
115.2493 	EXP 	textbox: autoDraw = True
116.3856 	DATA 	Keypress: 2
117.0194 	DATA 	Keypress: 5
117.5567 	DATA 	Keypress: 0
118.5167 	DATA 	Mouse: Left button down, pos=(447,161)
118.5179 	EXP 	New trial (rep=1, index=1): <Trial 13 (1 in rep 1) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 1}>
118.5269 	EXP 	text: autoDraw = False
